Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Algeria,DZA,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,8.78806782,9.36116314,8.18991184,8.57643223,8.21979904,8.26943684,7.96091652,8.02394676,7.97151184,8.91784668,9.54484844,9.27084923,10.05012512,11.85088062,11.61058426,10.73311901,10.73426056,10.73431587,10.73443699,10.73094273,..,..
Algeria,DZA,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2.51082778,2.9254992,2.8079257,2.7617898,2.52882028,2.24167132,2.29699302,2.66687632,3.02516413,3.79895711,3.55552292,3.71975899,4.37614059,4.28830338,4.71454287,4.91700029,4.4724493,4.14140797,4.05819511,4.05817795,..,..
Algeria,DZA,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,71.96343231,76.22702026,75.27867126,76.69419861,71.35350037,69.29087067,68.46268463,69.78764343,71.99542236,70.88406372,69.48219299,70.61741638,72.92947388,71.04824829,72.0083847,70.4593811,67.68750763,65.95245361,65.847435,64.99978638,..,..
Algeria,DZA,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,27.98437691,23.72669983,24.67682266,23.25556946,28.59969711,30.62975311,31.48499107,30.14612579,27.96792412,29.06443405,30.48966217,29.36287308,27.0385437,28.93192482,27.95614624,29.51379395,32.2923851,34.01862335,34.1256218,34.95557785,..,..
Algeria,DZA,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,17.23339109,15.8499381,16.40104555,17.61454854,26.45658603,30.84839951,36.74749357,45.51028697,57.86148764,60.48887494,69.9095829,84.38481283,90.73106452,96.03711403,100.5420687,86.04850533,84.20603642,87.78980393,87.36482634,86.76178998,..,..
Algeria,DZA,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,82.47088773,79.90608626,85.54622544,83.90602634,107.3498032,113.0212,124.396674,141.8242709,148.5796977,198.173757,204.3161393,208.8096421,215.8399522,228.0057708,238.0051233,247.4762138,248.0301999,250.7299165,250.8200605,262.3236722,..,..
Algeria,DZA,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,212.0786157,256.7151244,260.9657581,276.712448,267.8274536,255.6774337,270.4949199,328.3201954,382.4759481,483.3179014,465.6113494,502.1851602,582.1724386,559.9147161,613.0446072,590.8091528,519.8917916,486.0941418,483.9723663,487.7900716,..,..
American Samoa,ASM,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,852.4205046,877.0269848,1020.440774,1174.121919,1279.092183,1495.565978,1309.379463,1451.70741,1851.513296,1858.548666,1866.292208,1759.515873,1574.375856,1627.334496,1725.140756,1549.631194,1631.386656,1789.861213,1916.984563,1906.859429,..,..
Andorra,AND,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,30.57007408,18.39809036,31.03397179,30.97673988,28.49878311,19.56167984,24.12333679,22.48754501,25.47265816,17.43620491,19.71747398,17.23160553,13.39249897,9.66256428,18.83205986,13.73325253,10.09278107,12.7514143,18.59891129,16.50142097,..,..
Andorra,AND,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,3.90049219,3.81791782,4.07068014,3.63835096,3.36862469,3.73281956,3.06836081,3.03696775,3.80028939,4.27247238,4.5728569,4.06563091,4.06955099,4.1172142,4.18241787,4.33484316,4.35636282,4.59379148,4.58670235,4.66368246,..,..
Andorra,AND,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,65.43888855,65.08621216,66.74997711,64.51071167,62.59926605,65.0329895,60.58561325,60.39723206,65.68434143,68.47375488,69.49567413,66.79931641,66.42776489,66.89189148,68.21192169,68.98734283,69.09091187,69.7142868,67.93478394,69.48703766,..,..
Andorra,AND,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,34.56111145,34.91378403,33.25002289,35.48929214,37.40073776,34.9670105,39.41439056,39.60276413,34.31565857,31.52624702,30.50432777,33.20067978,33.57223511,33.10810852,31.78808022,31.01265717,30.90909195,30.2857132,32.06521988,30.51295662,..,..
Andorra,AND,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,450.2001382,470.4580268,508.3099282,645.9199459,764.2101335,804.1375641,851.8259077,951.8917456,967.2913128,855.7010382,819.1875228,874.5166899,795.6811468,805.4483868,803.9490903,696.6231974,729.8308722,777.5626581,904.8167135,837.3347723,..,..
Andorra,AND,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,669.3802789,710.4615535,739.8706344,763.0761909,809.8264397,850.8198658,917.6016366,952.7230209,917.1462729,867.564381,859.0602808,873.7335724,910.6963886,912.2160412,918.1229436,960.2055615,947.5538645,1005.305531,1156.592627,1133.942633,..,..
Andorra,AND,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,1267.421813,1324.441116,1485.302807,1387.082853,1355.442205,1582.387518,1410.486259,1452.975168,1755.529587,1884.315376,1957.13126,1757.940251,1801.95096,1843.048736,1970.138816,2135.967474,2118.061579,2314.099525,2450.408109,2582.323432,..,..
Angola,AGO,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,7.56664377,13.1984744,11.41769656,14.40624147,21.17677491,24.32736989,37.5408628,53.76035045,87.26835466,81.20663802,60.06458607,79.07305692,79.7316527,89.07904913,71.29150188,51.43055902,41.98650334,52.91251824,36.73723231,29.40330087,..,..
Angola,AGO,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,2.73858261,5.96825504,4.19123077,4.26046801,5.65923882,4.8206377,4.71874905,4.51627541,4.06036997,5.77788258,4.24956226,4.58056545,4.20150948,4.57540512,3.61567736,4.56262302,5.43270254,5.42673397,5.42673397,5.42673397,..,..
Angola,AGO,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,1.11098742,2.04631472,1.30862701,1.46559668,1.6866349,1.278759,1.44412029,1.72198606,2.13843656,2.60045815,1.67409575,1.71321797,1.56333554,1.69516742,1.31816006,1.23424077,1.19753671,1.29187,1.06878412,1.04434741,..,..
Angola,AGO,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,58.20956802,45.64084244,39.30446243,41.30799866,42.51447678,44.8341713,53.77399445,57.89378738,64.35443115,67.67429352,62.11627579,64.75706482,65.25455475,62.0297966,54.15326309,47.36523056,44.13825607,46.27865219,42.07641983,41.22381592,..,..
Angola,AGO,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,41.27677536,52.92855453,59.41811371,57.65277863,55.55617142,52.12799835,40.36954498,39.40856934,33.1567688,28.49826241,34.6372757,32.38171387,32.57001877,35.40423965,42.67658997,49.96444702,52.2201004,50.60655975,54.58914185,55.60569763,..,..
Angola,AGO,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,5.36555508,15.30594303,17.26058421,20.1065134,27.67294055,28.28505574,28.18290892,36.59491984,44.96250606,34.19685646,33.49321036,39.54041479,39.79586768,50.84291953,56.18272703,54.25286316,49.6743565,57.86081228,47.66218016,39.66132528,..,..
Angola,AGO,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,25.87883134,80.31751213,74.88175398,78.52273508,93.13027094,71.92670742,58.13172705,70.92313443,72.79698965,70.85883016,61.49945441,57.49053379,57.84308011,74.33077699,84.96677912,95.53302046,100.6391654,103.2797648,102.9035181,98.99264263,..,..
Angola,AGO,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,36.49499352,69.25862883,49.53349982,56.26124531,71.26813216,61.86261864,77.43399361,104.1907614,141.2926918,168.267144,110.2891969,114.9697664,115.8895294,130.2308167,107.8162206,90.56326914,85.06374217,94.44721261,79.31635599,73.38913751,..,..
Antigua and Barbuda,ATG,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,296.5008599,333.0480167,321.4463843,361.0654954,339.9127774,348.5961865,343.2663088,356.521767,342.0675275,324.6601344,409.2752219,395.111243,409.4112173,398.8714489,469.0433445,450.9435822,434.7642889,421.2264628,485.8211919,444.2970231,..,..
Antigua and Barbuda,ATG,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,11.86253166,12.11715889,10.65088463,12.44891071,12.12656689,11.53017235,8.368083,8.45184517,8.08106136,6.33139181,13.89639091,12.98978615,14.63236332,13.30073166,15.10594082,11.81753826,11.60688305,11.6073885,12.68072319,11.29999447,..,..
Antigua and Barbuda,ATG,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2.71551919,3.21143937,3.09016109,3.34665513,2.96937275,2.77810311,2.4536376,2.28421807,2.13453746,2.30075669,3.13688302,3.09945083,3.08453822,3.08960557,3.47427654,3.15658259,2.86057758,2.73786783,2.91416717,2.59645534,..,..
Antigua and Barbuda,ATG,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,57.84612274,59.07860565,58.43793869,59.90863037,58.03319931,55.622612,52.95463943,51.3323288,50.76409531,54.89453506,58.3164444,56.94827271,56.2952652,56.08193207,59.15979004,59.78766251,55.84991074,56.1620903,60.07439423,58.43976212,..,..
Antigua and Barbuda,ATG,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,41.80508804,40.84836578,41.42494583,40.09136963,41.92370987,44.22232437,46.90571976,48.52497864,49.04826355,45.07781982,41.55625916,42.99832535,43.7047348,43.68273926,40.84020996,40.21233749,44.13653946,43.81507111,39.82854462,41.51376343,..,..
Antigua and Barbuda,ATG,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,214.2796213,230.2774088,227.8639385,241.6281258,245.5560793,277.1486755,304.0555964,337.0236843,330.5055913,266.6016067,291.6492399,298.3254842,317.8457407,310.6846668,323.7981341,303.2982922,343.5814017,328.6214324,322.0931438,315.6146102,..,..
Antigua and Barbuda,ATG,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,331.9573745,359.2396012,358.5807416,390.681276,401.5394408,447.3578864,503.5887975,552.5533701,529.2234024,422.3922613,460.6736565,476.2267401,469.3191293,452.3522167,456.5979476,401.5145038,450.3157165,423.8248891,417.8635952,421.9753196,..,..
Antigua and Barbuda,ATG,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,459.3327466,519.5648037,505.8478476,583.7959797,555.8338729,562.6844614,568.5311164,584.5206527,547.7369992,514.3777264,646.4694131,630.7290164,604.5212864,580.7508493,661.4127936,596.9713425,569.8247673,543.258112,630.2741732,594.0231291,..,..
Argentina,ARG,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,387.9216093,370.2830226,122.1231383,143.5033219,161.4289265,201.8656266,239.7603429,310.6729418,411.3069207,471.0890007,580.7029151,728.9166855,854.2635788,904.1334823,841.4892015,1021.710455,716.4738335,966.7296385,692.6174314,589.9282328,..,..
Argentina,ARG,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,17.81966019,17.37289047,18.4574852,17.12602234,16.25901031,16.02175903,15.09950352,14.39874649,14.65606117,16.42263222,16.69264221,16.27754211,16.66110992,16.54241371,16.28527069,16.49742889,13.46558666,16.04845428,15.03097153,15.47368336,..,..
Argentina,ARG,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,4.49895144,4.59210253,4.03350496,3.77215672,3.74438357,3.9133997,4.01898909,4.25491619,4.50853157,5.66982412,5.56834602,5.68118334,6.13486385,6.22041893,6.32730198,6.8243742,5.59118652,6.59935617,5.93580294,5.93055725,..,..
Argentina,ARG,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,54.73170471,54.85204315,54.55613708,54.71241379,51.7989769,51.41910172,52.60231018,54.30964279,55.09854507,59.96014023,58.95255661,60.32122803,62.42687225,63.59713745,65.42354584,66.71373749,62.11119843,63.19857407,61.406147,62.36080933,..,..
Argentina,ARG,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,45.2376709,44.94721985,43.47652054,44.9441185,41.91094589,47.39781952,47.07147217,45.4609375,43.97575378,39.75198746,40.73145676,39.09850311,37.05213928,35.95693588,34.04805756,33.00239563,37.58023834,36.36763763,38.2912941,37.38851166,..,..
Argentina,ARG,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,320.6308278,303.4197313,97.32157908,117.8823874,130.6133804,186.0785116,214.5508837,260.0548185,328.2760566,312.3195503,401.218822,472.4630752,507.0299791,511.1844643,437.932075,505.4265588,433.5008599,556.3048535,431.8984299,353.6923188,..,..
Argentina,ARG,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,483.0608107,472.3331566,361.2733366,381.9710015,370.0587773,489.4724634,537.7259556,590.1673973,626.2684516,614.0139645,693.0691581,710.5006814,714.8079097,708.1349268,648.6510981,679.6278338,688.2953388,898.320609,865.5348786,822.1286748,..,..
Argentina,ARG,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,584.4407675,576.4191675,453.3407089,464.9897988,457.3665498,530.9998704,600.9080796,705.0399702,784.670533,926.1515157,1003.111665,1096.161433,1204.335815,1252.480351,1246.387113,1373.855115,1137.588516,1561.074206,1388.022051,1371.239607,..,..
Armenia,ARM,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,5.94520865,9.29861671,9.17828166,11.22079696,15.42477493,24.30142711,34.23695818,50.66451567,59.6869212,54.24822636,54.27104865,58.98201922,58.10586937,52.80022312,60.01179356,58.08499052,58.81064273,53.72709008,52.11013478,65.00251312,..,..
Armenia,ARM,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,3.86989188,5.66264772,5.3255291,5.37522793,6.27547503,7.44000816,7.93185902,7.19854832,6.69246149,6.34490108,6.43608856,6.70102024,7.04075384,5.78088522,6.27527142,6.11529875,6.05352449,5.27346802,5.13386965,5.66884041,..,..
Armenia,ARM,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,0.95468032,1.33908224,1.17184234,1.20635951,1.29411149,1.47841167,1.58640766,1.61389256,1.48813272,1.8116914,1.68628967,1.67286491,1.5781703,1.37565744,1.50547874,1.61020923,1.6373446,1.37250602,1.23468113,1.40614879,..,..
Armenia,ARM,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,22.7532177,28.82457352,15.39143753,16.80312729,21.37230873,25.22076416,27.11775017,29.35340118,22.41243935,21.4559288,18.25899696,17.84222031,17.27693176,13.32556438,14.79110718,15.91488075,16.45247269,13.24466896,12.34010696,12.40508175,..,..
Armenia,ARM,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,64.4651413,53.16601563,76.67762756,77.9679184,73.171875,63.10401154,61.30871582,58.42900848,71.69869995,73.95410156,78.01216125,79.00801086,79.76249695,84.6021347,83.67940521,83.00221252,81.67637634,85.46837616,86.4431076,86.59964752,..,..
Armenia,ARM,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,16.84415403,17.15100502,45.7246977,52.06543681,52.80944166,60.80376976,77.40406035,100.8495596,190.9419455,186.9822952,231.8748202,261.1811538,268.257674,335.2211772,339.511517,302.935544,291.9585495,346.7030445,365.0342957,453.7813384,..,..
Armenia,ARM,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,71.90397141,73.99597433,202.2245765,226.3480807,204.4674567,201.8005265,229.9661022,242.5969566,395.1550516,451.6688887,540.8086949,594.5017378,682.2844925,859.0465643,854.8524064,837.2397098,870.0837985,1073.01719,1126.518666,1399.60424,..,..
Armenia,ARM,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,25.378782,40.1177775,40.59237602,48.78103424,59.72160283,80.6535648,101.7174007,121.8751709,123.5223008,131.0404073,126.5780172,134.2551422,147.7860186,135.307234,151.1030512,160.5326994,175.2652474,166.2808911,160.8151349,200.4881763,..,..
Aruba,ABW,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,1177.264369,1112.255005,1273.632403,1604.672295,1983.680272,2164.526424,2282.434199,2770.24421,2958.844884,2917.01924,3578.095021,4294.300638,4292.133583,3939.88214,3786.09967,3327.910433,3422.322827,3668.343198,3689.900787,3890.514399,..,..
Australia,AUS,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,14.60132885,14.70855331,15.51416397,15.48101139,15.94705105,15.90276814,15.93996906,16.49022293,15.61295509,15.88237,16.07910347,16.42074203,16.28821373,15.51683426,15.706563,16.29380035,16.45310211,16.51296043,16.34828949,16.25481606,..,..
Australia,AUS,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,5.46949816,5.47267151,5.67827368,5.63916588,5.81345654,5.73987436,5.72573614,5.88174677,5.97145414,6.25201321,6.10032845,6.25755644,6.18006754,5.93705511,6.10049677,6.38369751,6.33803082,6.36546087,6.29709959,7.10425138,..,..
Australia,AUS,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,71.83631897,71.10847473,71.93769073,71.34125519,71.6871109,71.83748627,71.6663208,72.90619659,72.32991791,73.01054382,72.35727692,73.26029205,71.23465729,67.76560211,67.51345825,68.43888855,68.53295135,68.69087219,68.78314209,71.68196106,..,..
Australia,AUS,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,28.16367722,28.89151955,28.06230736,28.65874863,28.31289482,28.16251564,28.33368492,27.0938015,27.67008209,26.98945618,27.64272308,26.73970222,28.76534462,32.23440552,32.48653793,31.56110954,31.46705627,31.30913734,31.21686363,28.31803894,..,..
Australia,AUS,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,461.5505371,451.9114701,496.8336091,644.6185996,783.4564945,848.5612933,902.3732684,1029.493342,1131.917226,1078.320537,1366.943204,1567.401795,1733.211267,1874.103602,1821.81841,1534.691046,1571.36717,1672.022137,1674.641832,1536.952063,..,..
Australia,AUS,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,607.0234219,658.5326479,684.2202771,734.1227745,779.6464244,800.3481113,853.5088909,861.8206845,912.3598463,959.1492254,991.628395,1005.615985,1086.891027,1341.473459,1391.444573,1386.187406,1457.653601,1476.484606,1522.221967,1499.289185,..,..
