Country Name,Series Name,2018
Côte d'Ivoire,"tot_alchohol_per_capita (litres, 15+ yrs)",2.71
Côte d'Ivoire,tobacco_use (% of adults),9.7
Croatia,"tot_alchohol_per_capita (litres, 15+ yrs)",9.23
Croatia,tobacco_use (% of adults),36.7
Cuba,"tot_alchohol_per_capita (litres, 15+ yrs)",5.83
Cuba,tobacco_use (% of adults),18.7
Cyprus,"tot_alchohol_per_capita (litres, 15+ yrs)",10.81
Cyprus,tobacco_use (% of adults),35.5
Czechia,"tot_alchohol_per_capita (litres, 15+ yrs)",14.45
Czechia,tobacco_use (% of adults),30.9
Democratic Republic of the Congo,"tot_alchohol_per_capita (litres, 15+ yrs)",2
Democratic Republic of the Congo,tobacco_use (% of adults),13
Denmark,"tot_alchohol_per_capita (litres, 15+ yrs)",10.26
Denmark,tobacco_use (% of adults),18.1
Djibouti,"tot_alchohol_per_capita (litres, 15+ yrs)",0.43
Djibouti,tobacco_use (% of adults),..
Dominican Republic,"tot_alchohol_per_capita (litres, 15+ yrs)",6.68
Dominican Republic,tobacco_use (% of adults),10.9
Ecuador,"tot_alchohol_per_capita (litres, 15+ yrs)",4.2
Ecuador,tobacco_use (% of adults),11.6
Egypt,"tot_alchohol_per_capita (litres, 15+ yrs)",0.36
Egypt,tobacco_use (% of adults),24.4
El Salvador,"tot_alchohol_per_capita (litres, 15+ yrs)",3.89
El Salvador,tobacco_use (% of adults),8.3
Equatorial Guinea,"tot_alchohol_per_capita (litres, 15+ yrs)",7.23
Equatorial Guinea,tobacco_use (% of adults),..
Estonia,"tot_alchohol_per_capita (litres, 15+ yrs)",9.23
Estonia,tobacco_use (% of adults),30.5
Eswatini,"tot_alchohol_per_capita (litres, 15+ yrs)",10.04
Eswatini,tobacco_use (% of adults),9.3
Ethiopia,"tot_alchohol_per_capita (litres, 15+ yrs)",2.36
Ethiopia,tobacco_use (% of adults),5.2
Fiji,"tot_alchohol_per_capita (litres, 15+ yrs)",3.32
Fiji,tobacco_use (% of adults),23.4
Finland,"tot_alchohol_per_capita (litres, 15+ yrs)",10.78
Finland,tobacco_use (% of adults),22.2
France,"tot_alchohol_per_capita (litres, 15+ yrs)",12.33
France,tobacco_use (% of adults),33.6
Gabon,"tot_alchohol_per_capita (litres, 15+ yrs)",8.74
Gabon,tobacco_use (% of adults),..
Gambia,"tot_alchohol_per_capita (litres, 15+ yrs)",3.55
Gambia,tobacco_use (% of adults),11.6
Georgia,"tot_alchohol_per_capita (litres, 15+ yrs)",8.25
Georgia,tobacco_use (% of adults),31.7
Germany,"tot_alchohol_per_capita (litres, 15+ yrs)",12.91
Germany,tobacco_use (% of adults),22.5
Ghana,"tot_alchohol_per_capita (litres, 15+ yrs)",2.75
Ghana,tobacco_use (% of adults),3.6
Greece,"tot_alchohol_per_capita (litres, 15+ yrs)",10.18
Greece,tobacco_use (% of adults),34.5
Grenada,"tot_alchohol_per_capita (litres, 15+ yrs)",9.48
Grenada,tobacco_use (% of adults),..
Guatemala,"tot_alchohol_per_capita (litres, 15+ yrs)",2.45
Guatemala,tobacco_use (% of adults),11
Guinea,"tot_alchohol_per_capita (litres, 15+ yrs)",1.11
Guinea,tobacco_use (% of adults),..
Guinea-Bissau,"tot_alchohol_per_capita (litres, 15+ yrs)",5.38
Guinea-Bissau,tobacco_use (% of adults),9.3
Guyana,"tot_alchohol_per_capita (litres, 15+ yrs)",6.89
Guyana,tobacco_use (% of adults),12.6
Haiti,"tot_alchohol_per_capita (litres, 15+ yrs)",2.73
Haiti,tobacco_use (% of adults),7.9
Honduras,"tot_alchohol_per_capita (litres, 15+ yrs)",3.76
Honduras,tobacco_use (% of adults),..
Hungary,"tot_alchohol_per_capita (litres, 15+ yrs)",11.35
Hungary,tobacco_use (% of adults),32.2
Iceland,"tot_alchohol_per_capita (litres, 15+ yrs)",9.12
Iceland,tobacco_use (% of adults),12.6
India,"tot_alchohol_per_capita (litres, 15+ yrs)",5.54
India,tobacco_use (% of adults),28.1
Indonesia,"tot_alchohol_per_capita (litres, 15+ yrs)",0.57
Indonesia,tobacco_use (% of adults),37.2
Iran,"tot_alchohol_per_capita (litres, 15+ yrs)",1.03
Iran,tobacco_use (% of adults),14
Ireland,"tot_alchohol_per_capita (litres, 15+ yrs)",12.88
Ireland,tobacco_use (% of adults),21.4
Israel,"tot_alchohol_per_capita (litres, 15+ yrs)",4.21
Israel,tobacco_use (% of adults),21.6
Italy,"tot_alchohol_per_capita (litres, 15+ yrs)",7.84
Italy,tobacco_use (% of adults),23.3
Jamaica,"tot_alchohol_per_capita (litres, 15+ yrs)",4.22
Jamaica,tobacco_use (% of adults),9.7
Japan,"tot_alchohol_per_capita (litres, 15+ yrs)",7.96
Japan,tobacco_use (% of adults),20.5
Jordan,"tot_alchohol_per_capita (litres, 15+ yrs)",0.69
Jordan,tobacco_use (% of adults),34.6
Kazakhstan,"tot_alchohol_per_capita (litres, 15+ yrs)",4.76
Kazakhstan,tobacco_use (% of adults),23.5
Kenya,"tot_alchohol_per_capita (litres, 15+ yrs)",2.78
Kenya,tobacco_use (% of adults),11.5
Kiribati,"tot_alchohol_per_capita (litres, 15+ yrs)",0.46
Kiribati,tobacco_use (% of adults),41.7
Kuwait,"tot_alchohol_per_capita (litres, 15+ yrs)",0
Kuwait,tobacco_use (% of adults),17.9
Kyrgyz Republic,"tot_alchohol_per_capita (litres, 15+ yrs)",6.26
Kyrgyz Republic,tobacco_use (% of adults),27.6
Lao People's Democratic Republic,"tot_alchohol_per_capita (litres, 15+ yrs)",10.72
Lao People's Democratic Republic,tobacco_use (% of adults),32.5
Latvia,"tot_alchohol_per_capita (litres, 15+ yrs)",12.77
Latvia,tobacco_use (% of adults),37.2
Lebanon,"tot_alchohol_per_capita (litres, 15+ yrs)",1.71
Lebanon,tobacco_use (% of adults),38.4
Lesotho,"tot_alchohol_per_capita (litres, 15+ yrs)",4.59
Lesotho,tobacco_use (% of adults),24.4
Liberia,"tot_alchohol_per_capita (litres, 15+ yrs)",6.12
Liberia,tobacco_use (% of adults),8.4
Libya,"tot_alchohol_per_capita (litres, 15+ yrs)",0.02
Libya,tobacco_use (% of adults),..
Lithuania,"tot_alchohol_per_capita (litres, 15+ yrs)",13.22
Lithuania,tobacco_use (% of adults),32.3
Luxembourg,"tot_alchohol_per_capita (litres, 15+ yrs)",12.94
Luxembourg,tobacco_use (% of adults),21.6
Madagascar,"tot_alchohol_per_capita (litres, 15+ yrs)",1.97
Madagascar,tobacco_use (% of adults),28.4
Malawi,"tot_alchohol_per_capita (litres, 15+ yrs)",3.63
Malawi,tobacco_use (% of adults),11.3
Malaysia,"tot_alchohol_per_capita (litres, 15+ yrs)",0.85
Malaysia,tobacco_use (% of adults),22.8
Mali,"tot_alchohol_per_capita (litres, 15+ yrs)",1.28
Mali,tobacco_use (% of adults),8.6
Malta,"tot_alchohol_per_capita (litres, 15+ yrs)",7.99
Malta,tobacco_use (% of adults),24.5
Mauritania,"tot_alchohol_per_capita (litres, 15+ yrs)",0.04
Mauritania,tobacco_use (% of adults),11.1
Mauritius,"tot_alchohol_per_capita (litres, 15+ yrs)",4.35
Mauritius,tobacco_use (% of adults),20.5
Mexico,"tot_alchohol_per_capita (litres, 15+ yrs)",5
Mexico,tobacco_use (% of adults),13.4
Micronesia,"tot_alchohol_per_capita (litres, 15+ yrs)",2.48
Micronesia,tobacco_use (% of adults),..
Moldova,"tot_alchohol_per_capita (litres, 15+ yrs)",11.43
Moldova,tobacco_use (% of adults),28.7
Morocco,"tot_alchohol_per_capita (litres, 15+ yrs)",0.69
Morocco,tobacco_use (% of adults),14.9
Mozambique,"tot_alchohol_per_capita (litres, 15+ yrs)",2.3
Mozambique,tobacco_use (% of adults),14.8
Myanmar,"tot_alchohol_per_capita (litres, 15+ yrs)",5.12
Myanmar,tobacco_use (% of adults),45.1
Namibia,"tot_alchohol_per_capita (litres, 15+ yrs)",5.43
Namibia,tobacco_use (% of adults),15.5
Nepal,"tot_alchohol_per_capita (litres, 15+ yrs)",2.05
Nepal,tobacco_use (% of adults),31.5
Netherlands,"tot_alchohol_per_capita (litres, 15+ yrs)",9.61
Netherlands,tobacco_use (% of adults),22.6
New Zealand,"tot_alchohol_per_capita (litres, 15+ yrs)",10.63
New Zealand,tobacco_use (% of adults),14.2
Nicaragua,"tot_alchohol_per_capita (litres, 15+ yrs)",5.18
Nicaragua,tobacco_use (% of adults),..
Niger,"tot_alchohol_per_capita (litres, 15+ yrs)",0.67
Niger,tobacco_use (% of adults),7.6
Nigeria,"tot_alchohol_per_capita (litres, 15+ yrs)",10.84
Nigeria,tobacco_use (% of adults),3.9
North Macedonia,"tot_alchohol_per_capita (litres, 15+ yrs)",6.16
North Macedonia,tobacco_use (% of adults),..
Norway,"tot_alchohol_per_capita (litres, 15+ yrs)",7.41
Norway,tobacco_use (% of adults),17.1
Oman,"tot_alchohol_per_capita (litres, 15+ yrs)",0.78
Oman,tobacco_use (% of adults),7.9
Pakistan,"tot_alchohol_per_capita (litres, 15+ yrs)",0.34
Pakistan,tobacco_use (% of adults),20.8
Panama,"tot_alchohol_per_capita (litres, 15+ yrs)",7.98
Panama,tobacco_use (% of adults),5.3
Papua New Guinea,"tot_alchohol_per_capita (litres, 15+ yrs)",1.39
Papua New Guinea,tobacco_use (% of adults),39.9
Paraguay,"tot_alchohol_per_capita (litres, 15+ yrs)",7.58
Paraguay,tobacco_use (% of adults),12.1
Peru,"tot_alchohol_per_capita (litres, 15+ yrs)",6.38
Peru,tobacco_use (% of adults),8.7
Philippines,"tot_alchohol_per_capita (litres, 15+ yrs)",6.86
Philippines,tobacco_use (% of adults),23.4
Poland,"tot_alchohol_per_capita (litres, 15+ yrs)",11.71
Poland,tobacco_use (% of adults),24.7
Portugal,"tot_alchohol_per_capita (litres, 15+ yrs)",12.03
Portugal,tobacco_use (% of adults),25.3
Qatar,"tot_alchohol_per_capita (litres, 15+ yrs)",1.59
Qatar,tobacco_use (% of adults),12
Romania,"tot_alchohol_per_capita (litres, 15+ yrs)",11.74
Romania,tobacco_use (% of adults),28.4
Russian Federation,"tot_alchohol_per_capita (litres, 15+ yrs)",11.19
Russian Federation,tobacco_use (% of adults),27.1
Rwanda,"tot_alchohol_per_capita (litres, 15+ yrs)",8.95
Rwanda,tobacco_use (% of adults),14.1
Saint Lucia,"tot_alchohol_per_capita (litres, 15+ yrs)",10.6
Saint Lucia,tobacco_use (% of adults),..
Saint Vincent and the Grenadines,"tot_alchohol_per_capita (litres, 15+ yrs)",9.06
Saint Vincent and the Grenadines,tobacco_use (% of adults),..
Samoa,"tot_alchohol_per_capita (litres, 15+ yrs)",2.66
Samoa,tobacco_use (% of adults),25.9
Sao Tome and Principe,"tot_alchohol_per_capita (litres, 15+ yrs)",5.88
Sao Tome and Principe,tobacco_use (% of adults),5.8
Saudi Arabia,"tot_alchohol_per_capita (litres, 15+ yrs)",0.19
Saudi Arabia,tobacco_use (% of adults),14.2
Senegal,"tot_alchohol_per_capita (litres, 15+ yrs)",0.76
Senegal,tobacco_use (% of adults),7.1
Serbia,"tot_alchohol_per_capita (litres, 15+ yrs)",8.75
Serbia,tobacco_use (% of adults),40.1
Sierra Leone,"tot_alchohol_per_capita (litres, 15+ yrs)",5.7
Sierra Leone,tobacco_use (% of adults),14.3
Singapore,"tot_alchohol_per_capita (litres, 15+ yrs)",2.03
Singapore,tobacco_use (% of adults),16.6
Slovakia,"tot_alchohol_per_capita (litres, 15+ yrs)",11.14
Slovakia,tobacco_use (% of adults),31.5
Slovenia,"tot_alchohol_per_capita (litres, 15+ yrs)",11.9
Slovenia,tobacco_use (% of adults),22.3
Solomon Islands,"tot_alchohol_per_capita (litres, 15+ yrs)",1.83
Solomon Islands,tobacco_use (% of adults),36.8
South Africa,"tot_alchohol_per_capita (litres, 15+ yrs)",9.52
South Africa,tobacco_use (% of adults),20.4
South Korea,"tot_alchohol_per_capita (litres, 15+ yrs)",9.7
South Korea,tobacco_use (% of adults),21.4
Spain,"tot_alchohol_per_capita (litres, 15+ yrs)",12.72
Spain,tobacco_use (% of adults),28.1
Sri Lanka,"tot_alchohol_per_capita (litres, 15+ yrs)",4.1
Sri Lanka,tobacco_use (% of adults),22.3
Sudan,"tot_alchohol_per_capita (litres, 15+ yrs)",0.51
Sudan,tobacco_use (% of adults),..
Suriname,"tot_alchohol_per_capita (litres, 15+ yrs)",5.33
Suriname,tobacco_use (% of adults),..
Sweden,"tot_alchohol_per_capita (litres, 15+ yrs)",8.93
Sweden,tobacco_use (% of adults),24.8
Switzerland,"tot_alchohol_per_capita (litres, 15+ yrs)",11.53
Switzerland,tobacco_use (% of adults),25.7
Syrian Arab Republic,"tot_alchohol_per_capita (litres, 15+ yrs)",0.24
Syrian Arab Republic,tobacco_use (% of adults),..
Tajikistan,"tot_alchohol_per_capita (litres, 15+ yrs)",3.28
Tajikistan,tobacco_use (% of adults),..
Tanzania,"tot_alchohol_per_capita (litres, 15+ yrs)",11.27
Tanzania,tobacco_use (% of adults),9.2
Thailand,"tot_alchohol_per_capita (litres, 15+ yrs)",8.3
Thailand,tobacco_use (% of adults),22.5
Togo,"tot_alchohol_per_capita (litres, 15+ yrs)",2.46
Togo,tobacco_use (% of adults),7.1
Trinidad and Tobago,"tot_alchohol_per_capita (litres, 15+ yrs)",6.72
Trinidad and Tobago,tobacco_use (% of adults),..
Tunisia,"tot_alchohol_per_capita (litres, 15+ yrs)",2.12
Tunisia,tobacco_use (% of adults),25
Turkmenistan,"tot_alchohol_per_capita (litres, 15+ yrs)",4.93
Turkmenistan,tobacco_use (% of adults),5.8
Uganda,"tot_alchohol_per_capita (litres, 15+ yrs)",15.09
Uganda,tobacco_use (% of adults),8.9
Ukraine,"tot_alchohol_per_capita (litres, 15+ yrs)",8.32
Ukraine,tobacco_use (% of adults),26.2
United Kingdom,"tot_alchohol_per_capita (litres, 15+ yrs)",11.45
United Kingdom,tobacco_use (% of adults),16.1
United States of America,"tot_alchohol_per_capita (litres, 15+ yrs)",9.87
United States of America,tobacco_use (% of adults),23.4
Uruguay,"tot_alchohol_per_capita (litres, 15+ yrs)",6.92
Uruguay,tobacco_use (% of adults),22
Uzbekistan,"tot_alchohol_per_capita (litres, 15+ yrs)",2.59
Uzbekistan,tobacco_use (% of adults),17.8
Vanuatu,"tot_alchohol_per_capita (litres, 15+ yrs)",2.25
Vanuatu,tobacco_use (% of adults),18.2
Venezuela,"tot_alchohol_per_capita (litres, 15+ yrs)",4.14
Venezuela,tobacco_use (% of adults),..
Vietnam,"tot_alchohol_per_capita (litres, 15+ yrs)",8.66
Vietnam,tobacco_use (% of adults),25
Yemen,"tot_alchohol_per_capita (litres, 15+ yrs)",0.05
Yemen,tobacco_use (% of adults),20.5
Zambia,"tot_alchohol_per_capita (litres, 15+ yrs)",6.54
Zambia,tobacco_use (% of adults),14.6
Zimbabwe,"tot_alchohol_per_capita (litres, 15+ yrs)",4.67
Zimbabwe,tobacco_use (% of adults),12.1
