Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Belgium,BEL,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,12.49,..,..,..,..,13.13,..,..,..,..,11.4,..,..,..,..,11.82,..,..,11.08,..
Belgium,BEL,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,33.4,..,..,..,..,30.5,..,..,..,..,28,..,..,..,..,25.7,..,..,23.9,23.9
Belize,BLZ,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,5.55,..,..,..,..,7.16,..,..,..,..,7.08,..,..,..,..,6.74,..,..,6.22,..
Belize,BLZ,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,15,..,..,..,..,13,..,..,..,..,11.3,..,..,..,..,9.7,..,..,8.8,8.8
Benin,BEN,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,2.46,..,..,..,..,2.23,..,..,..,..,2.47,..,..,..,..,2.97,..,..,2.81,..
Benin,BEN,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,16.7,..,..,..,..,13.4,..,..,..,..,10.7,..,..,..,..,8.6,..,..,7.2,7.2
Bhutan,BTN,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,2.77,..,..,..,..,1.6,..,..,..,..,0.92,..,..,..,..,0.42,..,..,0.43,..
Bhutan,BTN,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bolivia,BOL,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,3.44,..,..,..,..,4.37,..,..,..,..,5.56,..,..,..,..,4.64,..,..,4.43,..
Bolivia,BOL,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,32.1,..,..,..,..,24.9,..,..,..,..,19.5,..,..,..,..,15.6,..,..,13.2,13.2
Bosnia and Herzegovina,BIH,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,6.37,..,..,..,..,7.2,..,..,..,..,7.32,..,..,..,..,6.92,..,..,7.15,..
Bosnia and Herzegovina,BIH,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,46.6,..,..,..,..,43.4,..,..,..,..,40.3,..,..,..,..,37.7,..,..,35.5,35.5
Botswana,BWA,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,9.05,..,..,..,..,9.61,..,..,..,..,8.62,..,..,..,..,6.86,..,..,6.59,..
Botswana,BWA,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,33.2,..,..,..,..,28.5,..,..,..,..,24.8,..,..,..,..,21.7,..,..,19.8,19.8
Brazil,BRA,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,8.78,..,..,..,..,8.32,..,..,..,..,8.49,..,..,..,..,7.86,..,..,7.42,..
Brazil,BRA,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,23.8,..,..,..,..,20.4,..,..,..,..,17.4,..,..,..,..,14.9,..,..,13.2,13.2
Brunei Darussalam,BRN,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,0.23,..,..,..,..,0.21,..,..,..,..,0.51,..,..,..,..,0.46,..,..,0.48,..
Brunei Darussalam,BRN,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,16.7,..,..,..,..,16.5,..,..,..,..,16.4,..,..,..,..,16.3,..,..,16.2,16.2
Bulgaria,BGR,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,11.8,..,..,..,..,11.42,..,..,..,..,11.32,..,..,..,..,12.34,..,..,12.65,..
Bulgaria,BGR,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,47.5,..,..,..,..,45,..,..,..,..,42.9,..,..,..,..,40.7,..,..,39.4,39.4
Burkina Faso,BFA,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,8.4,..,..,..,..,9.19,..,..,..,..,8.58,..,..,..,..,11.83,..,..,12.03,..
Burkina Faso,BFA,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,29.8,..,..,..,..,24.7,..,..,..,..,20.5,..,..,..,..,17,..,..,14.9,14.9
Burundi,BDI,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,9.82,..,..,..,..,8.44,..,..,..,..,7.66,..,..,..,..,7.03,..,..,7.19,..
Burundi,BDI,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,24,..,..,..,..,19.8,..,..,..,..,16.6,..,..,..,..,13.9,..,..,12.2,12.2
Cabo Verde,CPV,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,6.03,..,..,..,..,6.95,..,..,..,..,7.51,..,..,..,..,5.95,..,..,5.6,..
Cabo Verde,CPV,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,20.6,..,..,..,..,17.8,..,..,..,..,15.2,..,..,..,..,13.1,..,..,11.7,11.7
Cambodia,KHM,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,1.87,..,..,..,..,2.69,..,..,..,..,4.91,..,..,..,..,6.37,..,..,6.64,..
Cambodia,KHM,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,42.3,..,..,..,..,36,..,..,..,..,30.1,..,..,..,..,25.2,..,..,21.9,21.9
Cameroon,CMR,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,6.69,..,..,..,..,7.62,..,..,..,..,8.43,..,..,..,..,6.17,..,..,5.65,..
Cameroon,CMR,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,12.8,..,..,..,..,11.2,..,..,..,..,9.7,..,..,..,..,8.4,..,..,7.5,7.5
Canada,CAN,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,..,..,..,..,..,..,..,..,..,..,10.1,..,..,..,..,8.88,..,..,8.94,..
Canada,CAN,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,28.4,..,..,..,..,23.3,..,..,..,..,19.3,..,..,..,..,15.8,..,..,13.6,13.6
Central African Republic,CAF,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,3.68,..,..,..,..,3.62,..,..,..,..,3.98,..,..,..,..,2.43,..,..,2.38,..
Central African Republic,CAF,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chad,TCD,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,4.34,..,..,..,..,4.62,..,..,..,..,6.58,..,..,..,..,1.45,..,..,1.37,..
Chad,TCD,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,13.9,..,..,..,..,12.2,..,..,..,..,10.7,..,..,..,..,9.4,..,..,8.5,8.5
Channel Islands,CHI,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chile,CHL,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,7.74,..,..,..,..,8.93,..,..,..,..,9.31,..,..,..,..,9.26,..,..,9.07,..
Chile,CHL,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,46.9,..,..,..,..,41.7,..,..,..,..,37.1,..,..,..,..,32.9,..,..,29.9,29.9
China,CHN,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,3.81,..,..,..,..,4.02,..,..,..,..,7.07,..,..,..,..,7.15,..,..,7.05,..
China,CHN,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,26.7,..,..,..,..,26.6,..,..,..,..,26.2,..,..,..,..,25.9,..,..,25.7,25.7
Colombia,COL,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,5.58,..,..,..,..,5.41,..,..,..,..,5.04,..,..,..,..,5.78,..,..,5.74,..
Colombia,COL,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,15.1,..,..,..,..,13.2,..,..,..,..,11.4,..,..,..,..,9.9,..,..,8.8,8.8
Comoros,COM,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,0.19,..,..,..,..,0.44,..,..,..,..,0.25,..,..,..,..,0.88,..,..,0.69,..
Comoros,COM,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,39.5,..,..,..,..,32.8,..,..,..,..,27.7,..,..,..,..,23.5,..,..,20.8,20.8
"Congo, Dem. Rep.",COD,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,0.95,..,..,..,..,0.86,..,..,..,..,1.75,..,..,..,..,2.05,..,..,2,..
"Congo, Dem. Rep.",COD,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,18.8,..,..,..,..,16.9,..,..,..,..,15.4,..,..,..,..,14,..,..,13,13
"Congo, Rep.",COG,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,3.45,..,..,..,..,3.75,..,..,..,..,6.17,..,..,..,..,7.9,..,..,9.27,..
"Congo, Rep.",COG,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,11.9,..,..,..,..,12.2,..,..,..,..,12.8,..,..,..,..,13.5,..,..,14.3,14.3
Costa Rica,CRI,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,5.55,..,..,..,..,5.42,..,..,..,..,4.8,..,..,..,..,4.76,..,..,4.87,..
Costa Rica,CRI,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,18,..,..,..,..,15,..,..,..,..,12.6,..,..,..,..,10.5,..,..,9.1,9.1
Cote d'Ivoire,CIV,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,7.25,..,..,..,..,3.3,..,..,..,..,2.53,..,..,..,..,2.61,..,..,2.71,..
Cote d'Ivoire,CIV,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,18.7,..,..,..,..,15.8,..,..,..,..,13.2,..,..,..,..,11.1,..,..,9.7,9.7
Croatia,HRV,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,12.45,..,..,..,..,10.31,..,..,..,..,10.08,..,..,..,..,9.07,..,..,9.23,..
Croatia,HRV,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,34.4,..,..,..,..,34.9,..,..,..,..,35.4,..,..,..,..,36.1,..,..,36.7,36.7
Cuba,CUB,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,4.98,..,..,..,..,5.36,..,..,..,..,5.02,..,..,..,..,5.67,..,..,5.83,..
Cuba,CUB,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,40.8,..,..,..,..,33.2,..,..,..,..,27,..,..,..,..,22,..,..,18.7,18.7
Cyprus,CYP,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,10.86,..,..,..,..,12.43,..,..,..,..,11.35,..,..,..,..,10.76,..,..,10.81,..
Cyprus,CYP,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,40.9,..,..,..,..,39.2,..,..,..,..,37.7,..,..,..,..,36.4,..,..,35.5,35.5
Czechia,CZE,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,15,..,..,..,..,14.76,..,..,..,..,14.06,..,..,..,..,14.25,..,..,14.45,..
Czechia,CZE,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,34.2,..,..,..,..,33.4,..,..,..,..,32.3,..,..,..,..,31.4,..,..,30.9,30.9
Denmark,DNK,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,12.67,..,..,..,..,12.29,..,..,..,..,11,..,..,..,..,10.36,..,..,10.26,..
Denmark,DNK,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,37.3,..,..,..,..,30.8,..,..,..,..,25.5,..,..,..,..,21.1,..,..,18.1,18.1
Djibouti,DJI,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,1.62,..,..,..,..,1.28,..,..,..,..,0.67,..,..,..,..,0.49,..,..,0.43,..
Djibouti,DJI,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominican Republic,DOM,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,7.19,..,..,..,..,6.15,..,..,..,..,6.11,..,..,..,..,6.61,..,..,6.68,..
Dominican Republic,DOM,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,18.7,..,..,..,..,16.1,..,..,..,..,13.9,..,..,..,..,12.2,..,..,10.9,10.9
Ecuador,ECU,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,5.96,..,..,..,..,5.81,..,..,..,..,6.16,..,..,..,..,4.98,..,..,4.2,..
Ecuador,ECU,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,18.4,..,..,..,..,16.2,..,..,..,..,14.5,..,..,..,..,12.8,..,..,11.6,11.6
"Egypt, Arab Rep.",EGY,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,0.25,..,..,..,..,0.29,..,..,..,..,0.36,..,..,..,..,0.4,..,..,0.36,..
"Egypt, Arab Rep.",EGY,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,24.3,..,..,..,..,24.1,..,..,..,..,24.3,..,..,..,..,24.3,..,..,24.4,24.4
El Salvador,SLV,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,3.86,..,..,..,..,3.8,..,..,..,..,3.31,..,..,..,..,3.59,..,..,3.89,..
El Salvador,SLV,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,15.9,..,..,..,..,13.4,..,..,..,..,11.3,..,..,..,..,9.5,..,..,8.3,8.3
Equatorial Guinea,GNQ,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,7.45,..,..,..,..,8.91,..,..,..,..,9.2,..,..,..,..,9.08,..,..,7.23,..
Equatorial Guinea,GNQ,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,1.57,..,..,..,..,2.08,..,..,..,..,1.38,..,..,..,..,1.42,..,..,1.44,..
Eritrea,ERI,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,13.3,..,..,..,..,11.5,..,..,..,..,10,..,..,..,..,8.7,..,..,7.7,7.7
Estonia,EST,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,9.57,..,..,..,..,15.65,..,..,..,..,12.39,..,..,..,..,12.39,..,..,9.23,..
Estonia,EST,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,46,..,..,..,..,41.6,..,..,..,..,37.2,..,..,..,..,33.3,..,..,30.5,30.5
Eswatini,SWZ,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,7.46,..,..,..,..,6.71,..,..,..,..,6.82,..,..,..,..,9.84,..,..,10.04,..
Eswatini,SWZ,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,12.3,..,..,..,..,11.4,..,..,..,..,10.5,..,..,..,..,9.8,..,..,9.3,9.3
Ethiopia,ETH,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,1.76,..,..,..,..,2.05,..,..,..,..,2.5,..,..,..,..,2.19,..,..,2.36,..
Ethiopia,ETH,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,6.8,..,..,..,..,6.3,..,..,..,..,5.9,..,..,..,..,5.5,..,..,5.2,5.2
Fiji,FJI,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,3.24,..,..,..,..,2.78,..,..,..,..,3,..,..,..,..,3.33,..,..,3.32,..
Fiji,FJI,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,32.3,..,..,..,..,29.7,..,..,..,..,27.4,..,..,..,..,25.1,..,..,23.4,23.4
Finland,FIN,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,11.69,..,..,..,..,13.11,..,..,..,..,12.59,..,..,..,..,11.18,..,..,10.78,..
Finland,FIN,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,35.7,..,..,..,..,31.4,..,..,..,..,27.8,..,..,..,..,24.5,..,..,22.2,22.2
France,FRA,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,14.08,..,..,..,..,13.09,..,..,..,..,12.4,..,..,..,..,12.64,..,..,12.33,..
France,FRA,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,34.2,..,..,..,..,34.1,..,..,..,..,33.8,..,..,..,..,33.7,..,..,33.6,33.6
French Polynesia,PYF,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,10.59,..,..,..,..,9.36,..,..,..,..,9.89,..,..,..,..,9.57,..,..,8.74,..
Gabon,GAB,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Gambia, The",GMB,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,4.14,..,..,..,..,4.27,..,..,..,..,3.81,..,..,..,..,3.67,..,..,3.55,..
"Gambia, The",GMB,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,22.5,..,..,..,..,18.8,..,..,..,..,15.8,..,..,..,..,13.3,..,..,11.6,11.6
Georgia,GEO,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,4.41,..,..,..,..,6.39,..,..,..,..,9.67,..,..,..,..,9.61,..,..,8.25,..
Georgia,GEO,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,32.8,..,..,..,..,32.6,..,..,..,..,32.2,..,..,..,..,32,..,..,31.7,31.7
Germany,DEU,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,14.16,..,..,..,..,13.28,..,..,..,..,12.64,..,..,..,..,13.06,..,..,12.91,..
Germany,DEU,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,36.4,..,..,..,..,32.1,..,..,..,..,28.3,..,..,..,..,24.9,..,..,22.5,22.5
Ghana,GHA,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,5.3,..,..,..,..,3.77,..,..,..,..,4.26,..,..,..,..,3.12,..,..,2.75,..
Ghana,GHA,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,7,..,..,..,..,5.9,..,..,..,..,4.9,..,..,..,..,4.2,..,..,3.6,3.6
