Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
"Bahamas, The",BHS,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,417.38982076,448.4250527,443.48054843,472.77557357,475.9666636,490.71946651,530.92876876,589.47166893,667.24163688,713.15920926,728.34219413,740.19738996,745.34855033,813.15723975,830.33829415,774.89107066,934.05998509,1327.7839364,1123.14198971,1157.53809219
Bahrain,BHR,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,992.0682686,1060.98736737,1078.42570585,1067.24825347,997.0290627,974.831583,975.50672197,1028.84180657,1038.41368106,1205.50763019,1134.2262365,1059.79950065,1359.89920936,1446.16989401,1465.24668767,1474.73966913,1335.28186866,1311.91029374,1154.46296387,1113.38633968
Bangladesh,BGD,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,8.10709118,6.45330529,8.1845003,8.81238486,9.33517778,9.46288737,10.90796378,12.08639067,11.71510396,12.04055926,13.75066495,15.14087889,16.52605407,16.46419214,17.02690223,16.54580768,15.63088374,16.89396196,19.37398058,22.96312375
Barbados,BRB,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,351.261157,371.89185626,404.24827124,502.50017802,602.64920761,573.63044982,596.29307055,554.7225962,615.95827228,639.08238353,583.94873541,545.52156205,658.9257226,583.71557382,498.58424012,496.39744423,502.61509563,474.19625265,471.81474232,461.26842532
Belarus,BLR,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,252.64341476,278.4193348,286.52963688,338.15019823,390.72873764,455.6981105,457.27965291,513.10318639,503.90672964,492.83628433,595.23082158,514.06557497,625.46750185,679.26110766,642.25761107,668.67224427,747.63646341,731.34900041,756.93263997,843.60182876
Belgium,BEL,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,1659.16580872,1772.19262285,1861.20196963,2103.08890165,2246.53851083,2295.75904381,2405.46482505,2499.56416624,2765.12671274,2987.01326501,3117.96402714,3249.1418704,3411.11326659,3517.34750112,3642.21128309,3670.04738901,4050.67550269,4214.31054027,4366.02760283,4489.06813027
Belize,BLZ,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,102.93517073,137.35894245,146.77856271,150.85552026,154.54716451,165.67785746,189.61219116,234.24923045,283.19328975,275.96789343,285.65693626,287.20076602,261.32908265,272.09296832,279.88074728,292.28168126,303.54182613,282.12712309,292.85251344,311.41517574
Benin,BEN,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,14.20209477,17.03864644,13.75112553,12.87536295,14.74763114,14.01586586,15.36245543,13.45935385,13.21645015,17.58955851,17.12631411,19.23263826,18.65682176,20.41317617,16.30141783,16.9009011,17.27494906,24.79471854,15.89370181,18.57121843
Bhutan,BTN,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,92.40476947,97.16887904,99.94808257,94.41802952,107.96718826,100.74299487,102.48673431,128.69480522,124.81759617,148.21206787,158.23674605,166.25332937,186.41381,196.40741935,200.46639479,252.59394338,260.99900724,264.90385955,292.91968949,317.91228464
Bolivia,BOL,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,83.60266476,91.61401525,93.17755966,101.31323913,97.95840069,112.52659579,113.19983265,126.99926542,131.54017289,157.4881308,157.97430701,164.93346078,177.43370273,216.1293743,260.56724806,307.2164186,332.19843201,374.65116566,428.75576305,449.32617424
Botswana,BWA,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,280.63579898,307.91135656,348.97088907,350.51621325,343.07846356,304.95844361,320.67649342,386.37252789,487.38565724,415.61722444,476.00097904,505.674309,538.37610848,585.24068559,619.21824905,603.23216603,638.46293376,800.80676826,847.00938537,881.14838093
Brazil,BRA,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,314.42271547,325.32943381,352.71262207,341.6111096,362.13205635,367.60832728,412.29458223,437.31820769,466.53496242,491.94191288,511.49688226,521.24031588,504.74780005,553.57740357,581.40823319,568.21577987,562.89566385,574.1792955,591.21571829,610.22141854
Brunei Darussalam,BRN,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,1578.78687964,1604.51006958,1660.11036125,1740.44033777,1734.09027428,1557.60625162,1438.22511013,1519.97342105,1495.64311493,1878.93628885,1677.83749852,1432.07683302,1488.83064278,1440.91241564,1443.54884407,1418.67383259,1363.14441116,1309.83066945,1420.09576509,1321.34020894
Bulgaria,BGR,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,222.47182078,263.14032122,325.86490204,366.13529081,375.12000293,420.7932392,412.4115562,437.86008572,497.67234437,502.10660536,584.61639687,603.78776937,623.4994465,670.76296923,785.88193717,757.3114194,822.26668637,883.22600184,996.76852501,1063.33012594
Burkina Faso,BFA,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,8.86254519,9.48457797,10.63734978,10.51218783,18.9944447,14.86467426,18.48087566,19.18677596,19.08223745,23.16758933,19.62211187,21.35845166,17.23852545,27.1378216,27.5312728,24.95205616,45.23747897,53.6138781,45.7245051,51.18297342
Burundi,BDI,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,7.72124008,9.09345589,8.52019527,7.34047715,13.37965356,11.74109546,14.14881624,15.15825581,9.92125024,13.35737039,13.16357468,23.67175621,18.43785877,11.41759962,21.65457982,20.36400938,15.23892022,15.787358,17.85625361,20.62686797
Cabo Verde,CPV,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,97.65005041,110.06958515,115.578357,115.23467771,122.8262658,128.03527237,140.90988663,158.28076938,140.06504986,155.88395839,161.15410868,170.95170187,178.92830339,177.02307567,174.94417364,190.27952253,194.76802871,217.96828858,225.64927248,243.11555121
Cambodia,KHM,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,13.90081283,13.79958433,17.33531067,19.97035324,20.57866357,21.03347274,18.5924145,20.99140357,23.70731866,27.99241142,33.07926043,33.42135602,40.35461898,43.23393269,39.49091535,45.56670633,49.01819815,59.60861315,70.39181901,76.82380948
Cameroon,CMR,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,13.09298042,16.6072743,19.79497682,20.2590603,17.51093833,16.70451365,17.10179975,15.57562236,15.13790114,12.62157122,11.45559075,16.57247446,18.93823036,15.03525383,19.5364921,12.35453427,12.90696257,5.1754399,7.76820504,4.57035808
Canada,CAN,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,1770.00761196,1905.79734004,1998.05537872,2141.5124588,2255.10444111,2403.17603816,2474.44186746,2596.5709424,2698.33859912,2915.10837151,2986.7825212,3025.21858835,3111.40566761,3239.85818329,3287.76980108,3355.85458108,3541.25456782,3635.53271627,3808.62359431,3873.7014885
Central African Republic,CAF,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,10.97661202,10.31038487,10.32693861,11.01770524,11.11135971,8.15489316,10.19615929,10.93248466,7.39131309,6.79715026,5.60867541,4.20963201,6.86162423,7.25878766,5.12213244,3.58761502,5.102469,6.65269069,6.75231648,8.29152018
Chad,TCD,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,17.26512533,16.86750394,20.31471661,18.92562955,27.61339058,22.18066147,15.44974666,16.29288561,12.86774804,15.22447074,15.53753731,15.07178117,16.58483948,17.88334983,20.79071528,17.50887549,13.83436887,11.13901463,11.05919452,12.01565875
Chile,CHL,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,240.58000654,259.32990425,281.86524527,304.07953421,321.73330382,330.41247754,393.13632954,442.12142443,484.1312717,545.92218426,579.59398512,649.6198116,723.84637716,796.00884821,849.23201162,904.91872643,991.35468402,1118.43274915,1151.5496419,1234.30864605
China,CHN,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,28.1727412,30.50154642,38.39510023,48.24578384,56.12902906,67.85374697,79.36102957,95.78034721,128.23294132,174.1473617,196.85223124,232.80460148,278.29375585,314.56615117,343.0463129,377.71453971,382.64325264,400.32254829,442.41382048,492.72263171
Colombia,COL,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,278.5327315,302.53086523,303.83604015,324.20960307,329.92380776,359.13016838,408.53976122,444.13820032,478.25657858,535.05596189,542.63257486,572.56799245,560.78108202,617.70768075,666.50641264,699.87767223,731.57608424,773.04303752,811.81151804,865.70310526
"Congo, Dem. Rep.",COD,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,0.27739635,0.46298194,0.46078479,1.0577169,0.91128073,1.13142995,1.23386147,1.40051275,1.75955845,1.88478467,2.52207604,2.36865768,3.56618006,3.75562688,4.68056274,5.99414778,5.31198332,4.38260495,5.57628145,6.42429765
"Congo, Rep.",COG,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,19.62331357,36.64316675,17.17751908,19.88849274,17.69550125,18.8551332,26.05741828,25.51799599,50.08333371,30.63473648,44.31741019,35.35626639,51.88604067,56.84523244,56.16471944,51.91089869,45.98668014,40.98497768,27.12868764,30.71125187
Costa Rica,CRI,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,335.45704714,346.88636633,387.65365173,408.29489932,407.95339951,419.59503057,491.97182866,544.83817441,627.79530183,680.7493352,746.61093664,772.26257458,788.18227199,818.49193727,874.53068221,943.38245708,1027.90702784,1058.36492179,1107.78586185,1186.81943276
Cote d'Ivoire,CIV,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,18.58954917,16.13066929,16.79454921,15.67553955,17.3353492,16.82200235,18.15243168,19.57170779,20.51938467,23.1079238,20.48728734,19.48706331,27.08223078,28.45554995,33.61626383,37.4306337,40.69500822,45.86212594,46.74213339,52.21546022
Croatia,HRV,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,689.9144584,687.63204014,619.56447645,700.29276277,761.99571904,898.13597948,1028.99348914,1247.19273608,1344.90794432,1353.61290576,1334.52775895,1321.96059936,1359.2113675,1207.83383996,1239.72850731,1290.75503626,1400.55830966,1494.59778556,1655.67113864,1767.70352725
Cuba,CUB,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,458.5859294,519.09151173,572.63689139,602.03251949,599.0056552,907.5968607,1105.39814323,1660.47963315,1796.62789325,2012.60986177,1853.29168815,1931.53649053,1637.10587759,1952.67213653,2442.62787174,2872.8356478,2234.47658707,2251.86811846,2239.78473857,2320.94786826
Cyprus,CYP,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,466.72172378,513.77308957,590.47562761,604.67062857,582.62641579,630.5392083,708.00811682,768.66891489,883.24565131,945.39231297,1009.84596219,1031.94337277,960.26375406,956.68563215,883.4737174,908.53253386,1002.28626365,1059.25945693,1214.46544261,1689.85932244
Czechia,CZE,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,819.55214835,902.46777241,992.64509745,1114.11653408,1163.76638634,1195.50037401,1261.036175,1322.35359747,1440.01416908,1672.0610697,1596.62953455,1683.05774086,1706.48171094,1984.6521058,2041.27876834,2007.58232885,2102.91127052,2277.73247254,2645.62712561,2833.72104218
Denmark,DNK,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,1934.5383111,2078.87598671,2237.81820082,2303.24442449,2479.94763062,2603.6439745,2872.31831728,3049.11408,3309.46499224,3646.40093603,3738.82853364,3776.24013976,3861.07435833,4012.82146974,4113.96450497,4240.31832072,4451.68785158,4682.89375264,4864.54513684,5010.25628717
Djibouti,DJI,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,34.00100634,30.72084145,32.4940142,39.25885364,39.02610504,39.70158928,52.20534557,55.8332416,62.70814763,65.86002473,66.66671389,82.94140352,74.81227802,74.17314554,75.70305789,77.92932335,62.40774082,56.22356234,60.06815927,55.8884566
Dominican Republic,DOM,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,113.55327987,116.65174856,120.32092676,82.31570241,84.60335069,114.31322429,127.66988686,170.14197841,222.50972532,245.58448873,287.1283318,323.45895314,328.89526258,346.77552609,331.60493341,349.05892911,429.27391916,448.87674772,460.84387209,511.8420305
Ecuador,ECU,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,56.11448097,76.48968962,89.46345543,108.64583273,123.31462683,127.87189771,146.09373029,169.67403008,185.68083847,209.97982745,257.68846797,302.18055605,354.4836665,426.66191448,481.95992297,476.97550011,487.28275431,528.00678484,583.8674925,577.26191919
"Egypt, Arab Rep.",EGY,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,105.52429093,116.88101059,122.59913076,111.07879865,110.39159824,117.54547754,139.5126122,135.56406944,142.47106856,147.34639131,136.94231828,150.18281318,150.00737338,161.48076583,161.75618055,191.94970173,185.3102938,192.1662839,165.51209265,161.76987708
El Salvador,SLV,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,175.37825006,174.6131278,187.04354195,186.98266311,199.08296508,221.96033964,254.99158547,241.73070585,250.9034775,248.3964377,272.25982321,314.75012914,295.45099057,332.63449114,345.61065095,372.76139391,399.32035595,388.70120445,399.69895349,416.87865338
Equatorial Guinea,GNQ,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,27.18590764,26.85464092,26.02675604,48.36541731,46.96525237,57.56766577,77.45396717,97.08618425,114.37869202,220.19406702,149.57433612,138.82005184,196.95791863,148.52551208,158.68938849,133.2919958,142.08490109,133.23590401,128.43291511,129.10622686
Estonia,EST,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,369.06869663,384.76733417,416.81232194,483.61110018,548.43785608,620.51565083,685.99801178,827.83124169,993.11416985,1034.87398529,1013.84754307,1069.89435069,1152.46216309,1245.05112229,1334.3586897,1406.10179586,1531.34142646,1647.918421,1791.9028826,1947.3453844
Eswatini,SWZ,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,113.83669751,115.32892605,123.58830774,156.87608253,172.47461239,226.01256972,233.27073547,269.76195651,326.66918206,332.49512374,328.57823639,291.00150228,282.16148276,289.55137244,241.04885539,259.75586128,247.76545862,297.85996152,306.61727002,309.72792328
Ethiopia,ETH,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,8.68560354,10.46630487,10.82935928,11.47161381,7.580268,11.07807272,7.97172298,10.56189282,4.47633929,8.41383633,9.70867617,4.32553701,12.94459469,14.1150644,10.81999178,16.00014813,16.90986889,17.41108924,16.61090694,17.05324168
Fiji,FJI,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,166.36000397,137.02087,151.31946819,157.03956931,169.01469207,190.40834107,203.10478044,204.12320961,186.30774825,181.77672471,187.15759796,169.16818201,183.26712789,193.33974112,234.43755349,260.4690873,264.7423161,283.45508083,329.04464968,356.5694223
Finland,FIN,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,1435.9993466,1533.0883451,1672.05605656,1776.33339532,1950.46681325,2061.87703071,2239.81186757,2397.78760848,2633.17263603,2749.37668453,2798.11914609,2986.57083798,3126.27899133,3232.92214852,3249.40990984,3219.38455601,3278.40860528,3385.03701415,3527.34051301,3776.03916416
France,FRA,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,1830.53414616,1954.13449733,2099.87304472,2073.84553055,2158.22373671,2274.7813268,2415.05515522,2514.02707558,2617.7585446,2784.02728095,2857.45229151,2956.49056888,3009.66613774,3197.5207077,3274.32337051,3388.73085199,3704.32764618,3838.26965188,3964.39200567,4136.51859702
Gabon,GAB,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,147.36325479,178.30755719,167.57000767,203.79974475,194.62310548,153.62057761,172.10414692,187.33716505,154.24788709,219.99960107,233.42535198,247.96451402,227.71056455,275.53890185,233.12937247,230.12037561,287.23175059,264.08842351,243.01976276,260.6561093
"Gambia, The",GMB,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,19.36614368,20.5922764,17.40384564,19.86066411,16.26204712,16.60484046,17.87181405,14.65156427,15.90039492,20.61125555,21.73149428,22.47888088,25.79052796,22.99210735,22.14096566,20.63327029,26.6820489,21.99039494,23.68022695,24.17211037
Georgia,GEO,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,24.48807442,36.82505338,39.34092232,45.7133757,51.16761127,59.37102493,66.12381557,70.90838099,104.55264837,136.30695619,135.13035172,107.82533997,141.05769954,180.95732797,232.76271208,295.48630263,349.73856997,331.9691802,381.63781633,395.99299961
Germany,DEU,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,2105.44779031,2203.4747882,2313.85145297,2405.77604519,2410.39302008,2480.08946884,2611.02719362,2736.73826301,2913.6448973,3128.60873897,3273.12090053,3460.06342048,3554.64514898,3787.76461837,4001.6848932,4122.76736189,4400.7641615,4685.21513043,5041.90000264,5237.68408444
Ghana,GHA,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,19.73689937,28.05322928,19.07042493,23.47036306,21.69520035,46.96948893,49.81920548,56.49975623,64.28676473,81.58169236,94.86602077,108.43690484,101.09557886,98.38567736,78.44707785,82.9725012,64.92512013,54.32487998,73.24239496,77.75468289
Greece,GRC,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,873.98432327,1060.98121355,1127.23208992,1208.80348508,1208.75144119,1334.76414478,1452.72590583,1559.40795088,1782.3662669,1954.73701296,1847.50341705,1548.05272356,1408.70135434,1320.31879314,1196.76460599,1221.7952496,1190.59283439,1211.7836346,1219.43582583,1164.06408931
Grenada,GRD,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,142.15107249,163.76970715,216.32487444,191.57893638,233.90791848,254.08499343,211.59811124,226.04750917,226.78727638,235.14952984,223.4458006,268.52061714,266.52831787,270.81671381,272.97928621,273.84837578,265.2753386,306.14523689,320.45988153,364.03283055
Guatemala,GTM,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,97.10845891,102.83751691,104.05923807,111.21591391,112.95192586,108.53127962,126.50586028,128.22507322,137.30009287,146.47426934,135.72468823,135.44227645,142.19650582,159.09510615,166.90498873,178.81745092,179.51518361,174.07617616,180.87855631,203.31498521
Guinea,GIN,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,3.40996798,4.34597749,7.95761972,5.37658733,3.16684919,3.96587148,3.6552594,3.79936969,4.41593704,4.15128779,6.00264914,8.90060584,8.93084896,8.84996106,11.03519256,7.8107295,13.79686333,14.52283238,17.16021442,26.93644096
Guinea-Bissau,GNB,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,35.6130643,33.2765932,20.90248613,28.13601434,39.27138303,34.2724541,32.08284319,34.0456132,31.05563333,37.13071831,15.37370888,6.61570762,7.25247915,7.98351926,8.84722387,9.44326534,8.93988633,10.44655319,11.40191095,11.88728494
Guyana,GUY,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,90.31150845,86.80329142,96.22011431,97.01909639,99.84109011,101.90128236,102.40561384,112.58245879,118.80683744,136.93139763,142.90511995,182.54473012,188.32705493,208.13052391,238.20999842,263.91942325,286.02286215,335.16443843,377.24625959,400.41495822
Haiti,HTI,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,18.10542525,15.17994311,10.26081008,10.93279241,12.88516199,13.66140115,6.96484625,20.48420603,21.84994243,22.07499854,21.72286413,11.83096695,12.63939292,14.03822452,13.88863571,16.25831803,16.33838957,16.80006546,17.09376225,15.80589437
Honduras,HND,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,78.33217009,65.98783015,69.09851566,73.81039086,73.70251905,93.73473145,112.75120002,122.40018316,126.67156103,145.76783692,139.65410441,152.95523846,136.42423762,144.71884444,142.17368607,142.19176137,158.25976613,157.80987905,164.53334584,170.63041018
Hungary,HUN,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,552.78347216,602.69297674,715.09468917,877.63127139,877.20468277,957.37406509,1004.12312636,930.36687275,994.36450102,1017.34258616,1078.29630992,1139.25688213,1116.7176285,1173.95571657,1206.59345795,1243.49499924,1319.85786548,1359.14283896,1449.01693617,1465.63523251
Iceland,ISL,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,2149.30002206,2272.51601448,2532.71232192,2597.12022705,2696.23991414,2720.94417089,2805.32733561,2896.72648211,3062.86533488,3024.46563704,2639.13690995,2649.5906567,2704.81628646,2882.56799914,3035.53215372,3214.05070233,3563.99441992,3903.8623821,4373.99146565,4671.95378789
India,IND,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,17.79336762,18.06624397,17.92836252,18.87204833,19.52135357,22.91326558,24.35657343,26.38335144,29.64550046,35.53394744,37.04229092,42.12003033,45.29957473,43.74718438,44.83006272,50.38226268,54.92391077,59.81029241,58.82133496,69.1843849
Indonesia,IDN,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,28.36439249,41.62769083,38.06279502,48.61458425,47.39726205,49.8047446,60.6220663,80.10097872,75.75678604,79.27509782,56.23071876,63.83133035,74.52980619,82.23792949,102.01188295,118.66241154,144.3602131,147.61406492,162.5971939,175.33492111
"Iran, Islamic Rep.",IRN,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,188.22733301,210.5976799,212.74605164,251.64654607,246.03974654,272.99092841,324.3844877,325.74186869,320.2303796,391.79339177,376.62716405,394.93058256,360.31088283,349.14203356,518.7276725,531.548441,607.78471935,631.80255769,536.37185652,429.78483708
Ireland,IRL,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,1391.88318359,1647.95147801,1871.83029497,2016.86866231,2227.6896285,2467.68687847,2624.18874302,2929.22276538,3220.0160673,3376.27070294,3474.99494008,3452.56605961,3542.95441472,3491.28611249,3478.15814046,3656.23824948,3895.08949309,4074.37474199,4350.8552215,4482.18867114
Israel,ISR,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,1131.77756228,1199.1599181,1229.08863813,1124.73440994,1164.74794616,1125.2031194,1168.19547412,1202.44980974,1219.54941328,1237.90280905,1318.14379036,1383.55269087,1466.57380677,1597.35703537,1616.32310214,1677.51640476,1809.08949004,1911.38146792,2078.90570365,2154.73451861
Italy,ITA,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,1489.1085187,1619.75222188,1696.70572371,1726.60005748,1844.51915635,1950.23496921,2128.89774588,2157.75251923,2361.4240373,2431.2041682,2464.81841373,2473.59968978,2437.6454704,2436.44823819,2421.19590855,2430.05051871,2590.32661331,2666.76734041,2846.73276308,2955.3032109
